"filename", "language", "JSON", "JavaScript", "Markdown", "SCSS", "XML", "CSS", "HTML", "comment", "blank", "total"
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionFooterAreas.js", "JavaScript", 0, 540, 0, 0, 0, 0, 0, 3, 5, 548
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionJavaScript.js", "JavaScript", 0, 1109, 0, 0, 0, 0, 0, 12, 9, 1130
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionNavbars.js", "JavaScript", 0, 207, 0, 0, 0, 0, 0, 2, 5, 214
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionNavigation.js", "JavaScript", 0, 425, 0, 0, 0, 0, 0, 2, 5, 432
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionNotification.js", "JavaScript", 0, 90, 0, 0, 0, 0, 0, 2, 5, 97
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionPreFooterAreas.js", "JavaScript", 0, 279, 0, 0, 0, 0, 0, 2, 5, 286
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionTables.js", "JavaScript", 0, 634, 0, 0, 0, 0, 0, 2, 5, 641
"d:\programming\Project_1\Front-end\src\views\index-sections\SectionTypography.js", "JavaScript", 0, 164, 0, 0, 0, 0, 0, 2, 5, 171
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionCards.js", "JavaScript", 0, 151, 0, 0, 0, 0, 0, 2, 4, 157
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionComponents.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 2, 5, 73
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionContent.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 2, 5, 56
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionExamples.js", "JavaScript", 0, 201, 0, 0, 0, 0, 0, 2, 4, 207
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionFreeDemo.js", "JavaScript", 0, 159, 0, 0, 0, 0, 0, 2, 5, 166
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionIcons.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 3, 4, 84
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionOverview.js", "JavaScript", 0, 84, 0, 0, 0, 0, 0, 2, 5, 91
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionResponsive.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 2, 5, 57
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionSections.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 2, 5, 150
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionSharing.js", "JavaScript", 0, 120, 0, 0, 0, 0, 0, 2, 5, 127
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionSummary.js", "JavaScript", 0, 59, 0, 0, 0, 0, 0, 2, 4, 65
"d:\programming\Project_1\Front-end\src\views\presentation-sections\SectionTestimonials.js", "JavaScript", 0, 321, 0, 0, 0, 0, 0, 2, 6, 329
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionBlog.js", "JavaScript", 0, 770, 0, 0, 0, 0, 0, 2, 5, 777
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionContactUs.js", "JavaScript", 0, 458, 0, 0, 0, 0, 0, 3, 4, 465
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionFeature.js", "JavaScript", 0, 493, 0, 0, 0, 0, 0, 2, 5, 500
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionHeader.js", "JavaScript", 0, 666, 0, 0, 0, 0, 0, 4, 5, 675
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionPricing.js", "JavaScript", 0, 771, 0, 0, 0, 0, 0, 3, 5, 779
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionProject.js", "JavaScript", 0, 700, 0, 0, 0, 0, 0, 3, 5, 708
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionTeam.js", "JavaScript", 0, 1040, 0, 0, 0, 0, 0, 2, 5, 1047
"d:\programming\Project_1\Front-end\src\views\sections-sections\SectionTestimonials.js", "JavaScript", 0, 534, 0, 0, 0, 0, 0, 3, 5, 542
"Total", "-", 16792, 23072, 319, 16160, 3, 37630, 169, 1133, 4672, 99950
